YearID,TeamID,Salary,Adjusted Salary,Wins,ERA,Strikeouts
2003,OAK,50260834,63936223,96,4.585,1018
2003,PHI,70780000,90038416,86,4.220000000000001,1060
2003,PIT,54812429,69726255,75,5.9073913043478266,926
2003,SDN,45210000,57511116,64,5.315769230769231,1091
2003,SEA,86959167,110619747,93,4.523888888888889,1001
2003,SFN,82852167,105395280,100,4.41952380952381,1006
2003,SLN,83786666,106584045,85,7.82375,969
2003,TBA,19630000,24971095,63,5.452916666666667,877
2003,TEX,103491667,131650549,71,6.5633333333333335,1009
2003,TOR,51269000,65218700,86,5.463636363636363,984
2004,ANA,100534667,126123258,92,4.901875,1164
2004,ARI,69780750,87541698,51,5.6648000000000005,1153
2004,ATL,90182500,113136205,96,4.168571428571428,1025
2004,BAL,51623333,64762764,78,6.431363636363637,1090
2004,BOS,127298500,159699156,98,4.994230769230769,1132
2004,CHA,65212500,81810714,83,5.656818181818182,1013
2004,CHN,90560000,113609788,89,5.19,1346
2004,CIN,46615250,58479998,76,5.819090909090909,992
2004,CLE,34319300,43054421,80,6.891000000000001,1115
2004,COL,65445167,82102601,68,7.3444,947
2004,DET,46832000,58751917,72,5.455294117647059,995
2004,FLO,42143042,52869501,83,5.570399999999999,1116
2004,HOU,75397000,94587425,92,6.688260869565218,1282
2004,KCA,47609000,59726683,58,5.969600000000001,887
2004,LAN,92902001,116547887,93,3.6463636363636365,1066
2004,MIL,27528500,34535192,67,4.556818181818182,1098
2004,MIN,53585000,67223724,92,7.361666666666666,1123
2004,MON,40897500,51306938,67,5.4363636363636365,1032
2004,NYA,184193950,231075924,101,5.54,1058
2004,NYN,96660970,121263608,71,6.849230769230768,977
2004,OAK,59425667,74550987,91,4.669411764705882,1034
2004,PHI,92919167,116569422,86,4.470000000000001,1070
2004,PIT,32227929,40430744,72,4.421818181818182,1079
2004,SDN,55384833,69481660,87,7.255833333333334,1079
2004,SEA,81515834,102263655,63,5.770434782608696,1036
2004,SFN,82019166,102895098,91,7.280909090909091,1020
2004,SLN,83228333,104412028,105,3.596,1041
2004,TBA,29556667,37079579,70,5.675416666666667,923
2004,TEX,55050417,69062127,89,5.587666666666666,979
2004,TOR,50017000,62747579,67,7.1452,956
2005,ARI,62329166,76810903,77,9.954,1038
2005,ATL,86457302,106545040,90,4.642307692307693,929
2005,BAL,73914333,91087801,74,4.743333333333333,1052
2005,BOS,123505125,152200661,95,7.8636,959
2005,CHA,75178000,92645072,99,4.871764705882352,1040
2005,CHN,87032933,107254415,79,5.039545454545455,1256
2005,CIN,61892583,76272883,73,6.742272727272728,955
2005,CLE,41502500,51145310,93,3.5688235294117647,1050
2005,COL,47839000,58954050,67,8.356296296296296,981
2005,DET,69092000,85145034,71,4.512173913043478,907
2005,FLO,60408834,74444396,83,7.548518518518518,1125
2005,HOU,76779000,94618053,89,4.276470588235294,1164
2005,KCA,36881000,45450037,56,5.922272727272727,924
2005,LAA,94867822,116909684,95,4.001666666666667,1126
2005,LAN,83039000,102332520,71,4.8340000000000005,1004
2005,MIL,39934833,49213406,81,3.9294736842105262,1173
2005,MIN,56186000,69240416,83,3.978666666666667,965
2005,NYA,208306817,256705422,95,8.334285714285715,985
2005,NYN,101305821,124843506,83,4.992272727272727,1012
2005,OAK,55425762,68303543,88,4.297,1075
2005,PHI,95522000,117715856,88,5.138421052631578,1159
2005,PIT,38133000,46992930,67,6.748947368421052,958
2005,SDN,63290833,77996007,82,5.708260869565217,1133
2005,SEA,87754334,108143428,69,4.269523809523809,892
2005,SFN,90199500,111156711,75,4.79375,972
2005,SLN,92106833,113507199,100,4.8735,974
2005,TBA,29679067,36574786,67,6.198571428571428,949
2005,TEX,55849000,68825117,79,7.1386666666666665,932
2005,TOR,45719500,56342100,80,5.888333333333333,958
2005,WAS,48581500,59869065,81,6.7867999999999995,997
2006,ARI,59684226,71968131,76,6.356,1115
2006,ATL,90156876,108712508,79,7.063461538461539,1049
2006,BAL,72585582,87524779,70,7.5625,1016
2006,BOS,120099824,144818163,86,5.72,1070
2006,CHA,102750667,123898290,90,4.580555555555556,1012
2006,CHN,94424499,113858472,66,5.027391304347826,1250
2006,CIN,60909519,73445608,80,5.209655172413793,1053
2006,CLE,56031500,67563620,78,4.592173913043479,948
2006,COL,41233000,49719367,76,5.747083333333333,952
2006,DET,82612866,99615828,95,3.9836842105263157,1003
2006,FLO,14671500,17691114,78,4.309523809523809,1088
2006,HOU,88694435,106949075,82,4.3715789473684215,1160
2006,KCA,47294000,57027812,62,8.186774193548386,904
2006,LAA,103472000,124768084,89,5.6338888888888885,1164
2006,LAN,98447187,118709089,88,4.546363636363636,1068
2006,MIL,57568333,69416756,75,6.480370370370371,1145
2006,MIN,63396006,76443851,96,4.232941176470589,1164
2006,NYA,194663079,234727650,97,5.446000000000001,1019
2006,NYN,101084963,121889759,97,5.2840740740740735,1161
2006,OAK,62243079,75053635,93,4.668571428571429,1003
2006,PHI,88273333,106441304,85,5.998260869565217,1138
2006,PIT,46717750,56332961,67,4.801363636363636,1060
2006,SDN,69896141,84281811,88,4.490909090909091,1097
2006,SEA,87959833,106063281,78,7.0224,1067
2006,SFN,90056419,108591376,76,5.502380952380952,992
2006,SLN,88891371,107186543,83,4.792631578947368,970
2006,TBA,34917967,42104606,61,6.276,979
2006,TEX,68228662,82271140,80,5.035,972
2006,TOR,71365000,86052983,87,4.7595238095238095,1076
2006,WAS,63143000,76138773,71,5.766896551724138,960
2007,ARI,52067546,61252512,90,9.468399999999999,1088
2007,ATL,87290833,102689357,84,4.9475,1106
2007,BAL,93174808,109611293,69,6.79,1087
2007,BOS,143026214,168256728,96,3.62,1149
2007,CHA,108671833,127842068,72,5.674285714285714,1015
2007,CHN,99670332,117252659,85,4.419090909090909,1211
2007,CIN,68524980,80613117,72,6.0856,1068
2007,CLE,61673267,72552729,96,4.748095238095238,1047
2007,COL,54041000,63574093,90,7.012666666666666,967
2007,DET,94800369,111523611,88,5.4348,1047
2007,FLO,30507000,35888582,71,6.365161290322581,1142
2007,HOU,87759000,103240111,73,5.0042857142857144,1109
2007,KCA,67116500,78956174,69,5.494782608695652,993
2007,LAA,109251333,128523795,94,5.097777777777778,1156
2007,LAN,108454524,127586425,82,5.489545454545454,1184
2007,MIL,70986500,83508861,83,5.112857142857143,1174
2007,MIN,71439500,84041772,79,5.330526315789474,1094
2007,NYA,189259045,222645254,94,5.363571428571428,1009
2007,NYN,115231663,135559084,88,6.184166666666667,1134
2007,OAK,79366940,93367651,76,5.1241666666666665,1036
2007,PHI,89428213,105203781,89,5.707142857142857,1050
2007,PIT,38537833,45336092,68,6.9556,997
2007,SDN,58110567,68361551,89,4.535714285714286,1136
2007,SEA,106460833,125241037,88,5.306521739130434,1020
2007,SFN,90219056,106134133,71,4.983181818181818,1057
2007,SLN,90286823,106213854,78,5.567200000000001,945
2007,TBA,24123500,28379001,66,13.880833333333333,1194
2007,TEX,68318675,80370419,75,4.724,976
2007,TOR,81942800,96397905,83,5.012608695652174,1067
2007,WAS,36947500,43465217,73,5.1619230769230775,931
2008,ARI,66202712,76130195,82,4.0920000000000005,1229
2008,ATL,102365683,117716015,72,5.955,1076
2008,BAL,67196246,77272715,68,5.831153846153847,922
2008,BOS,133390035,153392650,95,6.2004347826086965,1185
2008,CHA,121189332,139362380,89,4.5405263157894735,1147
2008,CHN,118345833,136092482,97,4.677391304347826,1264
2008,CIN,74117695,85232076,74,5.540434782608696,1227
2008,CLE,78970066,90812088,81,5.723928571428572,986
2008,COL,68655500,78950793,74,5.641153846153846,1041
2008,DET,137685196,158331895,74,5.6432,991
2008,FLO,21811500,25082261,84,5.4750000000000005,1127
2008,HOU,88930414,102266049,86,4.789,1095
2008,KCA,58245500,66979753,75,5.275600000000001,1085
2008,LAA,119216333,137093518,100,5.356842105263158,1106
2008,LAN,118588536,136371579,84,4.090909090909091,1205
2008,MIL,80937499,93074549,90,4.4485,1110
2008,MIN,56932766,65470166,88,4.1468421052631586,995
2008,NYA,207896789,239072127,89,4.855185185185185,1141
2008,NYN,137793376,158456297,89,5.141666666666667,1181
2008,OAK,47967126,55160076,75,4.944583333333333,1061
2008,PHI,97879880,112557539,92,3.8216666666666663,1081
2008,PIT,48689783,55991100,67,5.905384615384615,963
2008,SDN,73677616,84726005,63,5.403125,1100
2008,SEA,117666482,135311258,61,5.857272727272728,1016
2008,SFN,76594500,88080292,72,4.589499999999999,1240
2008,SLN,99624449,114563717,86,4.47,957
2008,TBA,43820597,50391751,97,3.9823809523809524,1143
2008,TEX,67712326,77866184,79,7.182,963
2008,TOR,97793900,112458666,86,3.5163157894736843,1184
2008,WAS,54961000,63202723,59,5.234400000000001,1063
2009,ARI,73115666,82189430,70,6.22625,1158
2009,ATL,96726166,108730029,86,7.353333333333333,1232
2009,BAL,67101666,75429083,64,8.003333333333334,933
2009,BOS,121345999,136405220,95,5.069999999999999,1230
2009,CHA,96068500,107990745,79,6.0441666666666665,1119
2009,CHN,134809000,151539000,83,9.314166666666667,1272
2009,CIN,73558500,82687220,78,6.05,1069
2009,CLE,81579166,91703263,65,5.850344827586206,986
2009,COL,75201000,84533557,92,4.6004000000000005,1154
2009,DET,115085145,129367385,86,5.3078260869565215,1102
2009,FLO,36834000,41405154,87,6.436296296296296,1248
2009,HOU,102996414,115778424,74,5.741363636363636,1144
2009,KCA,70519333,79270888,65,5.717826086956522,1153
2009,LAA,113709000,127820458,97,5.8112,1062
2009,LAN,100414592,112876194,95,3.4636,1272
2009,MIL,80182502,90133271,80,6.184782608695652,1104
2009,MIN,65299266,73403003,87,6.755,1052
2009,NYA,201449189,226449337,103,5.649166666666667,1260
2009,NYN,149373987,167911524,70,4.102916666666666,1031
2009,OAK,61910000,69593124,75,4.6534615384615385,1124
2009,PHI,113004046,127028018,93,4.471363636363637,1153
2009,PIT,48693000,54735874,62,5.378461538461538,919
2009,SDN,43333700,48711477,75,5.674242424242424,1187
2009,SEA,98904166,111178322,85,4.4825,1043
2009,SFN,83026450,93330157,88,4.552380952380952,1302
2009,SLN,88528409,99514918,91,4.6735,1049
2009,TBA,63313034,71170277,84,4.433809523809524,1125
2009,TEX,68178798,76639889,87,6.504782608695652,1016
2009,TOR,80538300,90533224,75,5.516666666666667,1181
2009,WAS,59928000,67365155,59,6.147333333333334,911
2010,ARI,60718166,67112470,65,6.366428571428571,1070
2010,ATL,84423666,93314425,91,5.517142857142857,1241
2010,BAL,81612500,90207211,66,5.522608695652174,1007
2010,BOS,162447333,179554859,89,6.265600000000001,1207
2010,CHA,105530000,116643492,88,4.604,1149
2010,CHN,146609000,162048572,75,5.504782608695652,1268
2010,CIN,71761542,79318837,91,3.9078260869565216,1130
2010,CLE,61203966,67649430,69,4.2295454545454545,967
2010,COL,84227000,93097047,83,4.2043478260869565,1234
2010,DET,122864928,135803983,81,7.9735,1056
2010,FLO,57029719,63035588,80,7.1980645161290315,1168
2010,HOU,92355500,102081570,76,6.688400000000001,1210
2010,KCA,71405210,78924979,67,6.3196,1035
2010,LAA,104963866,116017738,80,3.97047619047619,1130
2010,LAN,95358016,105400284,80,6.026666666666666,1274
2010,MIL,81108278,89649889,77,5.224399999999999,1258
2010,MIN,97559166,107833240,94,4.220000000000001,1048
2010,NYA,206333389,228062609,95,4.44,1154
2010,NYN,134422942,148579185,79,4.0085,1106
2010,OAK,55254900,61073860,81,3.9899999999999998,1070
2010,PHI,141928379,156875029,97,6.798571428571429,1183
2010,PIT,34943000,38622889,57,7.059642857142857,1026
2010,SDN,37799300,41779990,90,3.8605263157894742,1295
2010,SEA,86510000,95620473,61,4.663181818181818,973
2010,SFN,98641333,109029371,92,3.7694736842105265,1331
2010,SLN,93540751,103391641,86,4.216363636363637,1094
2010,TBA,71923471,79497819,96,4.86529411764706,1189
2010,TEX,55250544,61069046,90,5.656818181818182,1181
2010,TOR,62234000,68787938,85,5.03,1184
2010,WAS,61400000,67866108,69,4.804615384615385,1068
2011,ARI,53639833,58701692,94,4.5508,1058
2011,ATL,87002692,95212922,89,3.677619047619048,1332
2011,BAL,85304038,93353970,69,6.291111111111111,1044
2011,BOS,161762475,177027602,90,5.295925925925927,1213
2011,CHA,127789000,139848133,79,4.583636363636364,1220
2011,CHN,125047329,136847738,71,4.376818181818181,1224
2011,CIN,75947134,83114078,79,4.93,1112
2011,CLE,48776566,53379490,80,4.679545454545455,1024
2011,COL,88148071,96466387,73,4.966551724137931,1118
2011,DET,105700231,115674902,95,5.006538461538461,1115
2011,FLO,56944000,62317665,72,4.736818181818181,1218
2011,HOU,70694000,77365219,56,6.3734782608695655,1191
2011,KCA,35712000,39082053,71,4.825652173913043,1080
2011,LAA,138543166,151617144,86,5.187142857142857,1058
2011,LAN,104188999,114021058,82,4.212857142857143,1265
2011,MIL,85497333,93565506,96,4.668636363636364,1257
2011,MIN,112737000,123375713,63,4.5616666666666665,940
2011,NYA,202275028,221363225,97,4.198214285714285,1222
2011,NYN,118847309,130062637,77,4.4421739130434785,1126
2011,OAK,66536500,72815385,74,4.2688461538461535,1160
2011,PHI,172976379,189299734,102,3.207826086956522,1299
2011,PIT,45047000,49297974,72,4.5252,1031
2011,SDN,45869140,50197698,71,4.346818181818182,1139
2011,SEA,86110600,94236645,67,4.134285714285714,1088
2011,SFN,118198333,129352419,86,3.858235294117647,1316
2011,SLN,105433572,115383079,90,5.343333333333334,1098
2011,TBA,41053571,44927695,91,4.3880952380952385,1143
2011,TEX,92299264,101009318,96,4.5280000000000005,1179
2011,TOR,62567800,68472169,81,6.5233333333333325,1169
2011,WAS,63856928,69882949,80,3.529166666666667,1049
2012,ARI,73804833,79419482,81,6.173043478260871,1200
2012,ATL,82829942,89131170,94,3.411904761904762,1232
2012,BAL,77353999,83238648,93,4.293846153846154,1177
2012,BOS,173186617,186361664,69,6.020384615384615,1176
2012,CHA,96919500,104292581,85,4.1419999999999995,1246
2012,CHN,88197033,94906558,61,9.222666666666667,1128
2012,CIN,82203616,88457196,97,3.361764705882353,1248
2012,CLE,78430300,84396828,68,4.947916666666667,1086
2012,COL,78069571,84008657,64,5.595555555555556,1144
2012,DET,132300000,142364627,88,4.76,1318
2012,HOU,60651000,65264981,55,5.7215384615384615,1170
2012,KCA,60916225,65550382,72,5.034,1177
2012,LAA,154485166,166237513,89,5.114347826086957,1157
2012,LAN,95143575,102381553,86,5.1288,1276
2012,MIA,118078000,127060698,69,5.271428571428571,1113
2012,MIL,97653944,105082897,83,4.6091304347826085,1402
2012,MIN,94085000,101242448,66,4.7463999999999995,943
2012,NYA,196522289,211472580,95,5.273478260869565,1318
2012,NYN,93353983,100455820,74,8.382142857142858,1240
2012,OAK,55372500,59584923,94,4.2132,1136
2012,PHI,174538938,187816861,81,4.23375,1385
2012,PIT,62951999,67741026,79,4.430416666666667,1192
2012,SDN,55244700,59447400,76,4.318333333333333,1205
2012,SEA,81978100,88214524,75,4.950555555555556,1166
2012,SFN,117620683,126568591,94,4.320869565217391,1237
2012,SLN,110300862,118691920,88,4.59625,1218
2012,TBA,64173500,69055452,90,4.559444444444444,1383
2012,TEX,120510974,129678759,93,5.232857142857143,1286
2012,TOR,75009200,80715470,73,8.329999999999998,1142
2012,WAS,80855143,87006139,98,3.9921052631578946,1325
2013,ARI,90132000,94993855,81,4.311739130434782,1218
2013,ATL,87871525,92611447,96,3.513809523809524,1232
2013,BAL,84393333,88945636,85,6.252307692307692,1169
2013,BOS,151530000,159703756,97,4.591600000000001,1294
2013,CHA,120065277,126541779,63,4.261666666666667,1249
2013,CHN,100567726,105992500,66,4.359677419354839,1184
2013,CIN,106404462,112144079,90,4.462000000000001,1296
2013,CLE,75771800,79859045,92,4.182857142857143,1379
2013,COL,74409071,78422808,74,5.011304347826087,1064
2013,DET,145989500,153864393,93,5.3035,1428
2013,HOU,17890700,18855751,51,4.858076923076923,1084
2013,KCA,80091725,84411993,86,2.5445,1208
2013,LAA,124174750,130872923,78,8.976153846153846,1200
2013,LAN,223362196,235410689,92,4.462692307692308,1292
2013,MIA,33601900,35414437,62,5.2153846153846155,1177
2013,MIL,76947033,81097671,74,3.70047619047619,1125
2013,MIN,75337500,79401318,66,4.745217391304348,985
2013,NYA,231978886,244492176,85,7.450833333333333,1233
2013,NYN,49448346,52115664,74,4.927586206896552,1209
2013,OAK,60132500,63376137,96,3.9977777777777774,1183
2013,PHI,169863189,179025865,73,6.8,1199
2013,PIT,77062000,81218840,94,4.15,1261
2013,SDN,65585500,69123280,76,3.792608695652174,1171
2013,SEA,74005043,77996986,71,4.7681818181818185,1297
2013,SFN,140180334,147741872,76,5.064761904761904,1256
2013,SLN,92260110,97236759,97,4.5076,1254
2013,TBA,52955272,55811759,92,3.279047619047619,1310
2013,TEX,112522600,118592238,91,3.8959999999999995,1309
2013,TOR,126288100,133100270,74,6.282258064516129,1208
2013,WAS,113703270,119836595,86,6.2890476190476186,1236
2014,ARI,97861500,101316598,64,5.8848,1278
2014,ATL,97609000,101055183,79,3.1350000000000002,1301
2014,BAL,103416000,107067205,96,4.0954999999999995,1174
2014,BOS,139019929,143928166,71,3.906,1213
2014,CHA,81830500,84719607,73,7.1372,1152
2014,CHN,65522500,67835837,73,4.37962962962963,1311
2014,CIN,108217500,112038227,76,6.7044,1290
2014,CLE,82151899,85052353,85,4.72,1450
2014,COL,95403500,98771815,66,5.551923076923076,1074
2014,DET,152855500,158252216,90,7.068,1244
2014,HOU,35116300,36356116,70,5.228928571428571,1137
2014,KCA,74594075,77227693,89,8.979565217391304,1168
2014,LAA,121988250,126295167,98,6.422580645161291,1342
2014,LAN,217014600,224676517,94,4.2824,1373
2014,MIA,41836900,43313993,77,4.9556000000000004,1190
2014,MIL,101217000,104790567,82,3.7833333333333337,1246
2014,MIN,83762500,86719818,70,4.798260869565217,1031
2014,NYA,197543907,204518392,84,6.732121212121212,1370
2014,NYN,85556990,88577665,79,4.684545454545455,1303
2014,OAK,72408400,74964850,88,3.2795454545454548,1244
2014,PHI,180944967,187333410,73,5.022692307692308,1255
2014,PIT,77178000,79902846,88,4.650434782608696,1228
2014,SDN,75685700,78357859,77,3.285833333333333,1284
2014,SEA,92531100,95798003,87,4.183,1317
2014,SFN,163510167,169283056,88,4.105714285714286,1211
2014,SLN,120693000,124954187,90,5.978750000000001,1221
2014,TBA,72689100,75255461,77,3.9099999999999997,1437
2014,TEX,112255059,116218336,67,4.65925,1110
2014,TOR,109920100,113800939,83,5.479259259259259,1199
2014,WAS,131983680,136643495,96,3.2494444444444444,1288
2015,ARI,61834000,62947012,79,4.778148148148148,1215
2015,ATL,71781250,73073312,67,6.337567567567568,1148
2015,BAL,115044833,117115639,81,4.175454545454546,1233
2015,BOS,181103400,184363261,78,5.122307692307692,1218
2015,CHA,112373700,114396426,76,3.575416666666667,1359
2015,CHN,115879310,117965137,97,4.212413793103448,1431
2015,CIN,113072286,115107587,64,4.860357142857143,1252
2015,CLE,87663766,89241713,81,4.105555555555555,1407
2015,COL,95688600,97410994,68,7.728,1112
2015,DET,172284750,175385875,74,5.313703703703704,1100
2015,HOU,72256200,73556811,86,4.196666666666666,1280
2015,KCA,112107025,114124951,95,3.7308333333333334,1160
2015,LAA,120005415,122165512,85,3.8645833333333335,1221
2015,LAN,215792000,219676256,92,5.328064516129031,1396
2015,MIA,68056500,69281517,71,4.3582758620689654,1152
2015,MIL,100850000,102665300,68,5.131923076923077,1260
2015,MIN,107755000,109694590,83,4.64875,1046
2015,NYA,212751957,216581492,87,5.592727272727273,1370
2015,NYN,96766683,98508483,90,6.5649999999999995,1337
2015,OAK,79053501,80476464,68,6.026,1179
2015,PHI,111693000,113703474,63,6.0136666666666665,1153
2015,PIT,88892499,90492563,98,2.8114285714285714,1338
2015,SDN,118441300,120573243,74,5.208461538461538,1393
2015,SEA,122208700,124408456,76,5.0075,1283
2015,SFN,164701500,167666127,84,3.7695238095238093,1165
2015,SLN,119241500,121387847,100,3.1427272727272726,1329
2015,TBA,64521233,65682615,80,5.052222222222222,1355
2015,TEX,143742789,146330159,88,5.087096774193548,1095
2015,TOR,112992400,115026263,93,4.288571428571428,1117
2015,WAS,155587472,158388046,83,3.508846153846154,1342
2016,ARI,87439063,87439063,69,5.445172413793103,1318
2016,ATL,68498291,68498291,68,5.31,1227
2016,BAL,161863456,161863456,89,5.638148148148148,1248
2016,BOS,188545761,188545761,93,4.898,1362
2016,CHC,154067668,154067668,78,5.230714285714286,1270
2016,CHW,112998667,112998667,103,4.148846153846154,1441
2016,CIN,88940059,88940059,68,6.60375,1241
2016,CLE,74311900,74311900,94,5.351111111111111,1398
2016,COL,112645071,112645071,75,6.0268,1223
2016,DET,194876481,194876481,86,4.855652173913043,1232
2016,HOU,94893700,94893700,84,5.14304347826087,1396
2016,KCR,131487125,131487125,81,4.497619047619048,1287
2016,LAA,137251333,137251333,74,4.6209999999999996,1136
2016,LAD,221288380,221288380,91,4.480645161290322,1510
2016,MIA,77314202,77314202,79,4.994516129032259,1379
2016,MIL,68775237,68775237,73,6.235185185185185,1175
2016,MIN,102583200,102583200,59,5.764137931034482,1191
2016,NYM,133889129,133889129,84,5.152758620689656,1393
2016,NYY,222997792,222997792,87,4.400909090909091,1396
2016,OAK,86806234,86806234,69,4.795555555555556,1188
2016,PHI,58980000,58980000,71,7.163703703703703,1299
2016,PIT,103778833,103778833,78,5.4096875,1232
2016,SDP,101424814,101424814,68,4.90625,1222
2016,SEA,135683339,135683339,86,4.0140625,1318
2016,SFG,172253778,172253778,87,6.284583333333334,1309
2016,STL,143053500,143053500,86,5.668571428571428,1290
2016,TBR,57097310,57097310,68,4.0692,1357
2016,TEX,176038723,176038723,95,6.414516129032258,1154
2016,TOR,138701700,138701700,89,5.8100000000000005,1314
2016,WSN,141652646,141652646,95,3.4875000000000003,1476
