yearID,teamID,lgID,salary,adjusted_salary
2012,CLE,AL,78430300,84396828
2012,COL,NL,78069571,84008657
2012,DET,AL,132300000,142364627
2012,HOU,NL,60651000,65264981
2012,KCA,AL,60916225,65550382
2012,LAA,AL,154485166,166237513
2012,LAN,NL,95143575,102381553
2012,MIA,NL,118078000,127060698
2012,MIL,NL,97653944,105082897
2012,MIN,AL,94085000,101242448
2012,NYA,AL,196522289,211472580
2012,NYN,NL,93353983,100455820
2012,OAK,AL,55372500,59584923
2012,PHI,NL,174538938,187816861
2012,PIT,NL,62951999,67741026
2012,SDN,NL,55244700,59447400
2012,SEA,AL,81978100,88214524
2012,SFN,NL,117620683,126568591
2012,SLN,NL,110300862,118691920
2012,TBA,AL,64173500,69055452
2012,TEX,AL,120510974,129678759
2012,TOR,AL,75009200,80715470
2012,WAS,NL,80855143,87006139
2013,ARI,NL,90132000,94993855
2013,ATL,NL,87871525,92611447
2013,BAL,AL,84393333,88945636
2013,BOS,AL,151530000,159703756
2013,CHA,AL,120065277,126541779
2013,CHN,NL,100567726,105992500
2013,CIN,NL,106404462,112144079
2013,CLE,AL,75771800,79859045
2013,COL,NL,74409071,78422808
2013,DET,AL,145989500,153864393
2013,HOU,AL,17890700,18855751
2013,KCA,AL,80091725,84411993
2013,LAA,AL,124174750,130872923
2013,LAN,NL,223362196,235410689
2013,MIA,NL,33601900,35414437
2013,MIL,NL,76947033,81097671
2013,MIN,AL,75337500,79401318
2013,NYA,AL,231978886,244492176
2013,NYN,NL,49448346,52115664
2013,OAK,AL,60132500,63376137
2013,PHI,NL,169863189,179025865
2013,PIT,NL,77062000,81218840
2013,SDN,NL,65585500,69123280
2013,SEA,AL,74005043,77996986
2013,SFN,NL,140180334,147741872
2013,SLN,NL,92260110,97236759
2013,TBA,AL,52955272,55811759
2013,TEX,AL,112522600,118592238
2013,TOR,AL,126288100,133100270
2013,WAS,NL,113703270,119836595
2014,ARI,NL,97861500,101316598
2014,ATL,NL,97609000,101055183
2014,BAL,AL,103416000,107067205
2014,BOS,AL,139019929,143928166
2014,CHA,AL,81830500,84719607
2014,CHN,NL,65522500,67835837
2014,CIN,NL,108217500,112038227
2014,CLE,AL,77651899,80393476
2014,CLE,NL,4500000,4658876
2014,COL,NL,95403500,98771815
2014,DET,AL,152855500,158252216
2014,HOU,AL,35116300,36356116
2014,KCA,AL,74594075,77227693
2014,LAA,AL,121988250,126295167
2014,LAN,NL,217014600,224676517
2014,MIA,NL,41836900,43313993
2014,MIL,NL,101217000,104790567
2014,MIN,AL,83762500,86719818
2014,NYA,AL,197543907,204518392
2014,NYN,NL,85556990,88577665
2014,OAK,AL,72408400,74964850
2014,PHI,NL,180944967,187333410
2014,PIT,NL,77178000,79902846
2014,SDN,NL,75685700,78357859
2014,SEA,AL,92531100,95798003
2014,SFN,NL,163510167,169283056
2014,SLN,NL,120693000,124954187
2014,TBA,AL,72689100,75255461
2014,TEX,AL,112255059,116218336
2014,TOR,AL,109920100,113800939
2014,WAS,NL,131983680,136643495
2015,ARI,AL,4875000,4962750
2015,ARI,NL,56959000,57984262
2015,ATL,NL,71781250,73073312
2015,BAL,AL,115044833,117115639
2015,BOS,AL,181103400,184363261
2015,CHA,AL,112373700,114396426
2015,CHN,NL,115879310,117965137
2015,CIN,NL,113072286,115107587
2015,CLE,AL,87663766,89241713
2015,COL,NL,95688600,97410994
2015,DET,AL,172284750,175385875
2015,HOU,AL,72256200,73556811
2015,KCA,AL,112107025,114124951
2015,LAA,AL,120005415,122165512
2015,LAN,NL,215792000,219676256
2015,MIA,NL,68056500,69281517
2015,MIL,NL,100850000,102665300
2015,MIN,AL,107755000,109694590
2015,NYA,AL,212751957,216581492
2015,NYN,NL,96766683,98508483
2015,OAK,AL,79053501,80476464
2015,PHI,NL,111693000,113703474
2015,PIT,NL,88892499,90492563
2015,SDN,NL,118441300,120573243
2015,SEA,AL,122208700,124408456
2015,SFN,NL,164701500,167666127
2015,SLN,NL,119241500,121387847
2015,TBA,AL,64521233,65682615
2015,TEX,AL,143742789,146330159
2015,TOR,AL,112992400,115026263
2015,WAS,NL,155587472,158388046
2016,ARI,NL,87439063,87439063
2016,ATL,NL,68498291,68498291
2016,BAL,AL,161863456,161863456
2016,BOS,AL,188545761,188545761
2016,CHC,NL,154067668,154067668
2016,CHW,AL,112998667,112998667
2016,CIN,NL,88940059,88940059
2016,CLE,AL,74311900,74311900
2016,COL,NL,112645071,112645071
2016,DET,AL,194876481,194876481
2016,HOU,AL,94893700,94893700
2016,KCR,AL,131487125,131487125
2016,LAA,AL,137251333,137251333
2016,LAD,NL,221288380,221288380
2016,MIA,NL,77314202,77314202
2016,MIL,NL,68775237,68775237
2016,MIN,AL,102583200,102583200
2016,NYM,NL,133889129,133889129
2016,NYY,AL,222997792,222997792
2016,OAK,AL,86806234,86806234
2016,PHI,NL,58980000,58980000
2016,PIT,NL,103778833,103778833
2016,SDP,NL,101424814,101424814
2016,SEA,AL,135683339,135683339
2016,SFG,NL,172253778,172253778
2016,STL,NL,143053500,143053500
2016,TBR,AL,57097310,57097310
2016,TEX,AL,176038723,176038723
2016,TOR,AL,138701700,138701700
2016,WSN,NL,141652646,141652646
